image_path,label
screenshots/screenshot_30.png,"move_forward, scroll_wheel, mouse_move (656, 358)"
screenshots/screenshot_31.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_32.png,"move_right, scroll_wheel"
screenshots/screenshot_33.png,"move_forward, scroll_wheel"
screenshots/screenshot_34.png,"move_forward, move_left, scroll_wheel, mouse_move (657, 360)"
screenshots/screenshot_35.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_36.png,"move_forward, move_right, scroll_wheel, mouse_move (634, 358)"
screenshots/screenshot_37.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_38.png,"move_right, scroll_wheel, mouse_move (585, 360)"
screenshots/screenshot_39.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_40.png,"move_forward, move_right, scroll_wheel, mouse_move (637, 359)"
screenshots/screenshot_41.png,"move_forward, move_left, scroll_wheel, mouse_move (672, 353)"
screenshots/screenshot_42.png,"move_forward, scroll_wheel, mouse_move (643, 357)"
screenshots/screenshot_43.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_44.png,"move_forward, select_perk_1, scroll_wheel"
screenshots/screenshot_45.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_46.png,"move_forward, move_left, scroll_wheel, mouse_move (586, 347)"
screenshots/screenshot_47.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_48.png,"move_left, scroll_wheel"
screenshots/screenshot_49.png,"move_forward, scroll_wheel, mouse_move (640, 359)"
screenshots/screenshot_50.png,"move_forward, move_right, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_51.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_52.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_53.png,"move_left, scroll_wheel, mouse_move (643, 360)"
screenshots/screenshot_54.png,"move_left, scroll_wheel, mouse_move (649, 360)"
screenshots/screenshot_55.png,"move_forward, scroll_wheel, mouse_move (644, 360)"
screenshots/screenshot_56.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_57.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_58.png,"move_forward, move_right, scroll_wheel, mouse_move (615, 358)"
screenshots/screenshot_59.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_60.png,"move_forward, move_left, scroll_wheel, mouse_move (682, 366)"
screenshots/screenshot_61.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 358)"
screenshots/screenshot_62.png,"move_right, scroll_wheel, mouse_move (604, 345)"
screenshots/screenshot_63.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_64.png,"move_backward, scroll_wheel"
screenshots/screenshot_65.png,"move_left, scroll_wheel"
screenshots/screenshot_66.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_67.png,"move_forward, scroll_wheel"
screenshots/screenshot_68.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_69.png,"move_forward, move_right, scroll_wheel, mouse_move (636, 360)"
screenshots/screenshot_70.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_71.png,"move_forward, scroll_wheel"
screenshots/screenshot_72.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_73.png,"move_right, scroll_wheel"
screenshots/screenshot_74.png,"move_left, scroll_wheel, mouse_move (640, 359)"
screenshots/screenshot_75.png,"move_left, scroll_wheel, mouse_move (641, 359)"
screenshots/screenshot_76.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_77.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_78.png,"move_forward, scroll_wheel, mouse_move (640, 358)"
screenshots/screenshot_79.png,"move_left, scroll_wheel, mouse_move (658, 360)"
screenshots/screenshot_80.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_81.png,"move_forward, scroll_wheel"
screenshots/screenshot_82.png,"move_backward, scroll_wheel, mouse_move (219, 323)"
screenshots/screenshot_83.png,"move_backward, scroll_wheel, mouse_move (214, 326)"
screenshots/screenshot_84.png,"move_left, scroll_wheel, mouse_move (639, 359)"
screenshots/screenshot_85.png,"move_left, scroll_wheel, mouse_move (675, 349)"
screenshots/screenshot_86.png,"move_forward, move_right, scroll_wheel, mouse_move (615, 354)"
screenshots/screenshot_87.png,"move_backward, scroll_wheel, mouse_move (279, 256)"
screenshots/screenshot_88.png,"move_forward, move_left, scroll_wheel, mouse_move (649, 358)"
screenshots/screenshot_89.png,"move_forward, move_left, scroll_wheel, mouse_move (486, 325)"
screenshots/screenshot_90.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_91.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_92.png,"move_forward, move_left, scroll_wheel, mouse_move (637, 359)"
screenshots/screenshot_93.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_94.png,"move_backward, move_right, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_95.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_96.png,"move_forward, move_right, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_97.png,"move_forward, move_right, scroll_wheel, mouse_move (506, 334)"
screenshots/screenshot_98.png,"move_forward, move_left, scroll_wheel, mouse_move (644, 357)"
screenshots/screenshot_99.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_100.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_101.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_102.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_103.png,move_right
screenshots/screenshot_104.png,"move_forward, move_right, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_105.png,"move_forward, move_right, scroll_wheel, mouse_move (494, 321)"
screenshots/screenshot_106.png,"move_forward, move_right, scroll_wheel, mouse_move (619, 355)"
screenshots/screenshot_107.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_108.png,"move_forward, move_left, scroll_wheel, mouse_move (639, 359)"
screenshots/screenshot_109.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_110.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_111.png,"move_backward, move_right, scroll_wheel, mouse_move (618, 356)"
screenshots/screenshot_112.png,"move_left, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_113.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_114.png,"move_backward, scroll_wheel, mouse_move (637, 361)"
screenshots/screenshot_115.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_116.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_117.png,"move_forward, scroll_wheel"
screenshots/screenshot_118.png,"move_forward, scroll_wheel"
screenshots/screenshot_119.png,"move_forward, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_120.png,"move_forward, scroll_wheel, mouse_move (602, 350)"
screenshots/screenshot_121.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_122.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_123.png,"move_forward, scroll_wheel, mouse_move (649, 359)"
screenshots/screenshot_124.png,"move_forward, scroll_wheel, mouse_move (646, 358)"
screenshots/screenshot_125.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_126.png,"move_forward, scroll_wheel, mouse_move (612, 352)"
screenshots/screenshot_127.png,"move_forward, move_left, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_128.png,"move_forward, scroll_wheel, mouse_move (644, 360)"
screenshots/screenshot_129.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 359)"
screenshots/screenshot_130.png,"move_forward, move_right, scroll_wheel, mouse_move (638, 360)"
screenshots/screenshot_131.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_132.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_133.png,"move_left, scroll_wheel"
screenshots/screenshot_134.png,"move_forward, scroll_wheel"
screenshots/screenshot_135.png,"move_forward, scroll_wheel, mouse_move (547, 333)"
screenshots/screenshot_136.png,"move_forward, move_left, scroll_wheel, mouse_move (646, 361)"
screenshots/screenshot_137.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_138.png,"move_right, scroll_wheel"
screenshots/screenshot_139.png,"move_forward, scroll_wheel"
screenshots/screenshot_140.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 359)"
screenshots/screenshot_141.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_142.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_143.png,"move_forward, scroll_wheel"
screenshots/screenshot_144.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 359)"
screenshots/screenshot_145.png,"move_forward, move_left, scroll_wheel, mouse_move (635, 359)"
screenshots/screenshot_146.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_147.png,"move_forward, move_left, scroll_wheel, mouse_move (651, 363)"
screenshots/screenshot_148.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_149.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_150.png,"move_forward, scroll_wheel"
screenshots/screenshot_151.png,"move_forward, move_right, scroll_wheel, mouse_move (634, 356)"
screenshots/screenshot_152.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_153.png,"move_forward, scroll_wheel"
screenshots/screenshot_154.png,"move_left, scroll_wheel"
screenshots/screenshot_155.png,"move_right, scroll_wheel"
screenshots/screenshot_156.png,"move_left, scroll_wheel"
screenshots/screenshot_157.png,"move_right, scroll_wheel, mouse_move (629, 357)"
screenshots/screenshot_158.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_159.png,"move_left, scroll_wheel, mouse_move (628, 360)"
screenshots/screenshot_160.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_161.png,"move_forward, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_162.png,"move_forward, move_right, scroll_wheel, mouse_move (628, 357)"
screenshots/screenshot_163.png,"move_forward, move_right, scroll_wheel, mouse_move (644, 357)"
screenshots/screenshot_164.png,"move_forward, move_right, scroll_wheel, mouse_move (632, 360)"
screenshots/screenshot_165.png,"move_backward, move_right, scroll_wheel, mouse_move (602, 360)"
screenshots/screenshot_166.png,"move_backward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_167.png,"move_right, scroll_wheel"
screenshots/screenshot_168.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_169.png,"move_forward, move_left, scroll_wheel, mouse_move (635, 359)"
screenshots/screenshot_170.png,"move_forward, move_right, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_171.png,"move_backward, scroll_wheel, mouse_move (639, 359)"
screenshots/screenshot_172.png,"move_forward, move_left, scroll_wheel, mouse_move (636, 359)"
screenshots/screenshot_173.png,"move_backward, scroll_wheel, mouse_move (646, 361)"
screenshots/screenshot_174.png,"move_right, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_175.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_176.png,"move_forward, scroll_wheel, mouse_move (646, 357)"
screenshots/screenshot_177.png,"move_forward, move_left, scroll_wheel, mouse_move (647, 358)"
screenshots/screenshot_178.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_179.png,"move_forward, scroll_wheel, mouse_move (637, 359)"
screenshots/screenshot_180.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_181.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_182.png,"move_forward, scroll_wheel"
screenshots/screenshot_183.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_184.png,"move_forward, move_left, scroll_wheel, mouse_move (642, 360)"
screenshots/screenshot_185.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_186.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_187.png,"move_forward, scroll_wheel, mouse_move (607, 354)"
screenshots/screenshot_188.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_189.png,"move_forward, move_right, scroll_wheel, mouse_move (638, 359)"
screenshots/screenshot_190.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_191.png,"move_backward, scroll_wheel, mouse_move (638, 360)"
screenshots/screenshot_192.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_193.png,"move_forward, move_right, scroll_wheel, mouse_move (634, 358)"
screenshots/screenshot_194.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_195.png,"move_backward, move_right, scroll_wheel, mouse_move (636, 359)"
screenshots/screenshot_196.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_197.png,"move_forward, scroll_wheel, mouse_move (703, 349)"
screenshots/screenshot_198.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_199.png,"move_left, scroll_wheel, mouse_move (649, 363)"
screenshots/screenshot_200.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_201.png,"move_right, scroll_wheel"
screenshots/screenshot_202.png,"move_forward, scroll_wheel"
screenshots/screenshot_203.png,"move_forward, scroll_wheel"
screenshots/screenshot_204.png,"move_forward, scroll_wheel, mouse_move (636, 360)"
screenshots/screenshot_205.png,"move_forward, scroll_wheel, mouse_move (629, 366)"
screenshots/screenshot_206.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_207.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_208.png,"move_right, scroll_wheel, mouse_move (603, 356)"
screenshots/screenshot_209.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_210.png,"move_forward, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_211.png,"move_forward, scroll_wheel, mouse_move (634, 358)"
screenshots/screenshot_212.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 359)"
screenshots/screenshot_213.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_214.png,"move_forward, scroll_wheel"
screenshots/screenshot_215.png,"move_forward, scroll_wheel"
screenshots/screenshot_216.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_217.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_218.png,"move_right, scroll_wheel, mouse_move (645, 359)"
screenshots/screenshot_219.png,"move_backward, move_right, scroll_wheel, mouse_move (632, 360)"
screenshots/screenshot_220.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_221.png,"move_forward, move_left, scroll_wheel, mouse_move (646, 360)"
screenshots/screenshot_222.png,"move_forward, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_223.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_224.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_225.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_226.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_227.png,"move_forward, scroll_wheel"
screenshots/screenshot_228.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_229.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_230.png,"move_forward, scroll_wheel"
screenshots/screenshot_231.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_232.png,"move_forward, move_left, scroll_wheel, mouse_move (646, 360)"
screenshots/screenshot_233.png,"move_backward, scroll_wheel, mouse_move (642, 360)"
screenshots/screenshot_234.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_235.png,"move_left, scroll_wheel, mouse_move (645, 360)"
screenshots/screenshot_236.png,"move_forward, move_left, scroll_wheel, mouse_move (664, 358)"
screenshots/screenshot_237.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_238.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_239.png,"move_right, scroll_wheel"
screenshots/screenshot_240.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_241.png,"move_forward, move_right, scroll_wheel, mouse_move (632, 358)"
screenshots/screenshot_242.png,"move_right, scroll_wheel, mouse_move (632, 359)"
screenshots/screenshot_243.png,"move_backward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_244.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_245.png,"move_right, scroll_wheel"
screenshots/screenshot_246.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_247.png,"move_left, move_backward, scroll_wheel"
screenshots/screenshot_248.png,"move_forward, move_left, scroll_wheel, mouse_move (652, 360)"
screenshots/screenshot_249.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_250.png,"move_left, scroll_wheel"
screenshots/screenshot_251.png,"move_forward, scroll_wheel"
screenshots/screenshot_252.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_253.png,"move_backward, scroll_wheel, mouse_move (653, 358)"
screenshots/screenshot_254.png,"move_backward, move_right, scroll_wheel, mouse_move (636, 359)"
screenshots/screenshot_255.png,"move_right, scroll_wheel, mouse_move (626, 359)"
screenshots/screenshot_256.png,"move_left, move_backward, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_257.png,"move_backward, move_right, scroll_wheel, mouse_move (639, 361)"
screenshots/screenshot_258.png,"move_right, scroll_wheel, mouse_move (627, 359)"
screenshots/screenshot_259.png,"move_backward, move_right, scroll_wheel, mouse_move (581, 347)"
screenshots/screenshot_260.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_261.png,"move_forward, move_right, scroll_wheel, mouse_move (638, 359)"
screenshots/screenshot_262.png,"move_left, move_backward, scroll_wheel, mouse_move (643, 361)"
screenshots/screenshot_263.png,"move_backward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_264.png,"move_left, move_backward, scroll_wheel, mouse_move (636, 360)"
screenshots/screenshot_265.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_266.png,"move_left, move_backward, scroll_wheel"
screenshots/screenshot_267.png,"move_left, move_backward, scroll_wheel, mouse_move (642, 360)"
screenshots/screenshot_268.png,"move_backward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_269.png,"move_right, scroll_wheel, mouse_move (619, 357)"
screenshots/screenshot_270.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_271.png,"move_backward, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_272.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_273.png,"move_backward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_274.png,"move_right, scroll_wheel, mouse_move (632, 360)"
screenshots/screenshot_275.png,"move_backward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_276.png,"move_right, scroll_wheel, mouse_move (618, 356)"
screenshots/screenshot_277.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_278.png,"move_left, move_backward, scroll_wheel"
screenshots/screenshot_279.png,"move_left, move_backward, scroll_wheel, mouse_move (642, 361)"
screenshots/screenshot_280.png,"move_backward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_281.png,"move_right, scroll_wheel, mouse_move (601, 358)"
screenshots/screenshot_282.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_283.png,"move_forward, scroll_wheel, mouse_move (632, 357)"
screenshots/screenshot_284.png,"move_backward, scroll_wheel, mouse_move (640, 359)"
screenshots/screenshot_285.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_286.png,"move_left, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_287.png,"move_backward, scroll_wheel, mouse_move (649, 365)"
screenshots/screenshot_288.png,"move_left, scroll_wheel, mouse_move (643, 360)"
screenshots/screenshot_289.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_290.png,"move_left, scroll_wheel, mouse_move (677, 366)"
screenshots/screenshot_291.png,"move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_292.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_293.png,"move_forward, move_left, scroll_wheel, mouse_move (678, 350)"
screenshots/screenshot_294.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_295.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_296.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_297.png,"move_left, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_298.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_299.png,"move_forward, scroll_wheel, mouse_move (642, 360)"
screenshots/screenshot_300.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_301.png,"select_perk_2, scroll_wheel, mouse_move (640, 361)"
screenshots/screenshot_302.png,"move_forward, move_right, scroll_wheel, mouse_move (643, 359)"
screenshots/screenshot_303.png,"move_forward, move_right, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_304.png,"move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_305.png,"move_backward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_306.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_307.png,"move_right, scroll_wheel, mouse_move (637, 360)"
screenshots/screenshot_308.png,"move_forward, move_right, select_perk_1, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_309.png,"move_forward, move_right, scroll_wheel, mouse_move (637, 359)"
screenshots/screenshot_310.png,"move_backward, move_right, scroll_wheel, mouse_move (635, 359)"
screenshots/screenshot_311.png,"move_left, move_backward, scroll_wheel, mouse_move (642, 360)"
screenshots/screenshot_312.png,"move_left, scroll_wheel, mouse_move (646, 361)"
screenshots/screenshot_313.png,"move_backward, scroll_wheel, mouse_move (657, 361)"
screenshots/screenshot_314.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_315.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_316.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_317.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_318.png,"move_forward, scroll_wheel"
screenshots/screenshot_319.png,move_forward
screenshots/screenshot_320.png,"move_forward, select_perk_3, scroll_wheel"
screenshots/screenshot_321.png,"move_forward, move_right, scroll_wheel, mouse_move (622, 356)"
screenshots/screenshot_322.png,"move_forward, move_right, scroll_wheel, mouse_move (637, 359)"
screenshots/screenshot_323.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_324.png,"move_backward, move_right, scroll_wheel"
screenshots/screenshot_325.png,"move_right, scroll_wheel"
screenshots/screenshot_326.png,"move_backward, scroll_wheel"
screenshots/screenshot_327.png,"move_forward, move_left, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_328.png,"move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_329.png,"move_forward, move_left, scroll_wheel, mouse_move (648, 362)"
screenshots/screenshot_330.png,"move_left, move_backward, scroll_wheel, mouse_move (641, 359)"
screenshots/screenshot_331.png,"move_backward, scroll_wheel, mouse_move (644, 360)"
screenshots/screenshot_332.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_333.png,"move_right, scroll_wheel, mouse_move (578, 356)"
screenshots/screenshot_334.png,"move_left, move_backward, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_335.png,"move_right, scroll_wheel"
screenshots/screenshot_336.png,"move_right, scroll_wheel"
screenshots/screenshot_337.png,"move_left, move_backward, scroll_wheel"
screenshots/screenshot_338.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_339.png,"move_forward, move_left, scroll_wheel, mouse_move (641, 360)"
screenshots/screenshot_340.png,"move_forward, move_left, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_341.png,"move_left, move_backward, scroll_wheel"
screenshots/screenshot_342.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_343.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_344.png,"move_forward, move_left, scroll_wheel, mouse_move (661, 360)"
screenshots/screenshot_345.png,"move_forward, move_right, scroll_wheel, mouse_move (625, 357)"
screenshots/screenshot_346.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_347.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_348.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_349.png,"move_right, scroll_wheel"
screenshots/screenshot_350.png,"move_forward, scroll_wheel"
screenshots/screenshot_351.png,"move_forward, move_left, scroll_wheel"
screenshots/screenshot_352.png,"move_forward, move_right, scroll_wheel, mouse_move (639, 360)"
screenshots/screenshot_353.png,"move_forward, move_right, scroll_wheel, mouse_move (640, 360)"
screenshots/screenshot_354.png,"move_right, scroll_wheel"
screenshots/screenshot_355.png,"move_forward, move_right, scroll_wheel"
screenshots/screenshot_356.png,"move_forward, scroll_wheel, mouse_move (638, 358)"
screenshots/screenshot_357.png,"move_forward, scroll_wheel, mouse_move (640, 360)"
